ID,Name,Variation,Body Title,Pattern,Pattern Title,DIY,Body Customize,Pattern Customize,Kit Cost,Buy Price,Sell Price,Miles Price,Color 1,Color 2,Size,Interact,Tag,Outdoor,Source,Source Notes,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,Speaker Type,Lighting Type
2984,wooden double bed,White wood,Paint color,Orange,Bedding,Yes,Yes,Yes,6,,3600,,White,Orange,2x2,Yes,Bed,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
2985,wooden double bed,White wood,Paint color,Pink,Bedding,Yes,Yes,Yes,6,,3600,,White,Pink,2x2,Yes,Bed,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
2986,wooden double bed,White wood,Paint color,Blue,Bedding,Yes,Yes,Yes,6,,3600,,White,Light blue,2x2,Yes,Bed,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
2987,wooden double bed,White wood,Paint color,Green,Bedding,Yes,Yes,Yes,6,,3600,,White,Green,2x2,Yes,Bed,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
2988,wooden double bed,Cherry wood,Paint color,Orange,Bedding,Yes,Yes,Yes,6,,3600,,Orange,Orange,2x2,Yes,Bed,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
2989,wooden double bed,Cherry wood,Paint color,Pink,Bedding,Yes,Yes,Yes,6,,3600,,Orange,Pink,2x2,Yes,Bed,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
2990,wooden double bed,Cherry wood,Paint color,Blue,Bedding,Yes,Yes,Yes,6,,3600,,Orange,Light blue,2x2,Yes,Bed,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
2991,wooden double bed,Cherry wood,Paint color,Green,Bedding,Yes,Yes,Yes,6,,3600,,Orange,Green,2x2,Yes,Bed,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
2992,wooden double bed,Dark wood,Paint color,Orange,Bedding,Yes,Yes,Yes,6,,3600,,Brown,Orange,2x2,Yes,Bed,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
2993,wooden double bed,Dark wood,Paint color,Pink,Bedding,Yes,Yes,Yes,6,,3600,,Brown,Pink,2x2,Yes,Bed,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
2994,wooden double bed,Dark wood,Paint color,Blue,Bedding,Yes,Yes,Yes,6,,3600,,Brown,Light blue,2x2,Yes,Bed,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
2995,wooden double bed,Dark wood,Paint color,Green,Bedding,Yes,Yes,Yes,6,,3600,,Brown,Green,2x2,Yes,Bed,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
2996,wooden double bed,Black,Paint color,Orange,Bedding,Yes,Yes,Yes,6,,3600,,Black,Orange,2x2,Yes,Bed,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
2997,wooden double bed,Black,Paint color,Pink,Bedding,Yes,Yes,Yes,6,,3600,,Black,Pink,2x2,Yes,Bed,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
2998,wooden double bed,Black,Paint color,Blue,Bedding,Yes,Yes,Yes,6,,3600,,Black,Light blue,2x2,Yes,Bed,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
2999,wooden double bed,Black,Paint color,Green,Bedding,Yes,Yes,Yes,6,,3600,,Black,Green,2x2,Yes,Bed,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
3000,wooden double bed,Green,Paint color,Orange,Bedding,Yes,Yes,Yes,6,,3600,,Green,Orange,2x2,Yes,Bed,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
3001,wooden double bed,Green,Paint color,Pink,Bedding,Yes,Yes,Yes,6,,3600,,Green,Pink,2x2,Yes,Bed,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
3002,wooden double bed,Green,Paint color,Blue,Bedding,Yes,Yes,Yes,6,,3600,,Green,Light blue,2x2,Yes,Bed,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
3003,wooden double bed,Green,Paint color,Green,Bedding,Yes,Yes,Yes,6,,3600,,Green,Green,2x2,Yes,Bed,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
3004,wooden double bed,Blue,Paint color,Orange,Bedding,Yes,Yes,Yes,6,,3600,,Blue,Orange,2x2,Yes,Bed,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
3005,wooden double bed,Blue,Paint color,Pink,Bedding,Yes,Yes,Yes,6,,3600,,Blue,Pink,2x2,Yes,Bed,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
3006,wooden double bed,Blue,Paint color,Blue,Bedding,Yes,Yes,Yes,6,,3600,,Blue,Light blue,2x2,Yes,Bed,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
3007,wooden double bed,Blue,Paint color,Green,Bedding,Yes,Yes,Yes,6,,3600,,Blue,Green,2x2,Yes,Bed,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
3008,wooden double bed,Pink wood,Paint color,Orange,Bedding,Yes,Yes,Yes,6,,3600,,Pink,Orange,2x2,Yes,Bed,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
3009,wooden double bed,Pink wood,Paint color,Pink,Bedding,Yes,Yes,Yes,6,,3600,,Pink,Pink,2x2,Yes,Bed,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
3010,wooden double bed,Pink wood,Paint color,Blue,Bedding,Yes,Yes,Yes,6,,3600,,Pink,Light blue,2x2,Yes,Bed,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
3011,wooden double bed,Pink wood,Paint color,Green,Bedding,Yes,Yes,Yes,6,,3600,,Pink,Green,2x2,Yes,Bed,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
3012,wooden end table,Light wood,Paint color,NA,NA,Yes,Yes,No,2,,960,,Yellow,Colorful,1x1,No,Table,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
3013,wooden end table,White wood,Paint color,NA,NA,Yes,Yes,No,2,,960,,Beige,Colorful,1x1,No,Table,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
3014,wooden end table,Cherry wood,Paint color,NA,NA,Yes,Yes,No,2,,960,,Orange,Colorful,1x1,No,Table,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
3015,wooden end table,Dark wood,Paint color,NA,NA,Yes,Yes,No,2,,960,,Brown,Colorful,1x1,No,Table,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
3016,wooden end table,Black,Paint color,NA,NA,Yes,Yes,No,2,,960,,Black,Colorful,1x1,No,Table,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
3017,wooden end table,Green,Paint color,NA,NA,Yes,Yes,No,2,,960,,Green,Colorful,1x1,No,Table,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
3018,wooden end table,Blue,Paint color,NA,NA,Yes,Yes,No,2,,960,,Blue,Colorful,1x1,No,Table,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
3019,wooden end table,Pink wood,Paint color,NA,NA,Yes,Yes,No,2,,960,,Pink,Colorful,1x1,No,Table,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
3020,wooden full-length mirror,Light wood,Paint color,NA,NA,Yes,Yes,No,2,,1350,,Yellow,Yellow,1x1,Yes,Dresser,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
3021,wooden full-length mirror,White wood,Paint color,NA,NA,Yes,Yes,No,2,,1350,,Beige,Beige,1x1,Yes,Dresser,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
3022,wooden full-length mirror,Cherry wood,Paint color,NA,NA,Yes,Yes,No,2,,1350,,Orange,Orange,1x1,Yes,Dresser,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
3023,wooden full-length mirror,Dark wood,Paint color,NA,NA,Yes,Yes,No,2,,1350,,Brown,Brown,1x1,Yes,Dresser,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
3024,wooden full-length mirror,Black,Paint color,NA,NA,Yes,Yes,No,2,,1350,,Black,Black,1x1,Yes,Dresser,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
3025,wooden full-length mirror,Green,Paint color,NA,NA,Yes,Yes,No,2,,1350,,Green,Green,1x1,Yes,Dresser,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
3026,wooden full-length mirror,Blue,Paint color,NA,NA,Yes,Yes,No,2,,1350,,Blue,Blue,1x1,Yes,Dresser,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
3027,wooden full-length mirror,Pink wood,Paint color,NA,NA,Yes,Yes,No,2,,1350,,Pink,Pink,1x1,Yes,Dresser,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
3028,wooden low table,Light wood,Paint color,NA,NA,Yes,Yes,No,2,,1200,,Yellow,Yellow,2x1,No,Table,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
3029,wooden low table,White wood,Paint color,NA,NA,Yes,Yes,No,2,,1200,,Beige,Beige,2x1,No,Table,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
3030,wooden low table,Cherry wood,Paint color,NA,NA,Yes,Yes,No,2,,1200,,Orange,Orange,2x1,No,Table,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
3031,wooden low table,Dark wood,Paint color,NA,NA,Yes,Yes,No,2,,1200,,Brown,Brown,2x1,No,Table,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
3032,wooden low table,Black,Paint color,NA,NA,Yes,Yes,No,2,,1200,,Black,Black,2x1,No,Table,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
3033,wooden low table,Green,Paint color,NA,NA,Yes,Yes,No,2,,1200,,Green,Green,2x1,No,Table,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
3034,wooden low table,Blue,Paint color,NA,NA,Yes,Yes,No,2,,1200,,Blue,Blue,2x1,No,Table,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
3035,wooden low table,Pink wood,Paint color,NA,NA,Yes,Yes,No,2,,1200,,Pink,Pink,2x1,No,Table,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
3036,wooden mini table,Light wood,Paint color,None,Tablecloth,Yes,Yes,Yes,2,,720,,Beige,Beige,1x1,No,Table,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
3037,wooden mini table,Light wood,Paint color,Orange,Tablecloth,Yes,Yes,Yes,2,,720,,Beige,Orange,1x1,No,Table,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
3038,wooden mini table,Light wood,Paint color,Pink,Tablecloth,Yes,Yes,Yes,2,,720,,Beige,Pink,1x1,No,Table,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
3039,wooden mini table,Light wood,Paint color,Blue,Tablecloth,Yes,Yes,Yes,2,,720,,Beige,Blue,1x1,No,Table,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
3040,wooden mini table,Light wood,Paint color,Green,Tablecloth,Yes,Yes,Yes,2,,720,,Beige,Green,1x1,No,Table,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
3041,wooden mini table,White wood,Paint color,None,Tablecloth,Yes,Yes,Yes,2,,720,,White,White,1x1,No,Table,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
3042,wooden mini table,White wood,Paint color,Orange,Tablecloth,Yes,Yes,Yes,2,,720,,White,Orange,1x1,No,Table,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
3043,wooden mini table,White wood,Paint color,Pink,Tablecloth,Yes,Yes,Yes,2,,720,,White,Pink,1x1,No,Table,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
3044,wooden mini table,White wood,Paint color,Blue,Tablecloth,Yes,Yes,Yes,2,,720,,White,Blue,1x1,No,Table,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
3045,wooden mini table,White wood,Paint color,Green,Tablecloth,Yes,Yes,Yes,2,,720,,White,Green,1x1,No,Table,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
3046,wooden mini table,Cherry wood,Paint color,None,Tablecloth,Yes,Yes,Yes,2,,720,,Orange,Orange,1x1,No,Table,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
3047,wooden mini table,Cherry wood,Paint color,Orange,Tablecloth,Yes,Yes,Yes,2,,720,,Orange,Orange,1x1,No,Table,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
3048,wooden mini table,Cherry wood,Paint color,Pink,Tablecloth,Yes,Yes,Yes,2,,720,,Orange,Pink,1x1,No,Table,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
3049,wooden mini table,Cherry wood,Paint color,Blue,Tablecloth,Yes,Yes,Yes,2,,720,,Orange,Blue,1x1,No,Table,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
3050,wooden mini table,Cherry wood,Paint color,Green,Tablecloth,Yes,Yes,Yes,2,,720,,Orange,Green,1x1,No,Table,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
3051,wooden mini table,Dark wood,Paint color,None,Tablecloth,Yes,Yes,Yes,2,,720,,Brown,Brown,1x1,No,Table,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
3052,wooden mini table,Dark wood,Paint color,Orange,Tablecloth,Yes,Yes,Yes,2,,720,,Brown,Orange,1x1,No,Table,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
3053,wooden mini table,Dark wood,Paint color,Pink,Tablecloth,Yes,Yes,Yes,2,,720,,Brown,Pink,1x1,No,Table,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
3054,wooden mini table,Dark wood,Paint color,Blue,Tablecloth,Yes,Yes,Yes,2,,720,,Brown,Blue,1x1,No,Table,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
3055,wooden mini table,Dark wood,Paint color,Green,Tablecloth,Yes,Yes,Yes,2,,720,,Brown,Green,1x1,No,Table,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
3056,wooden mini table,Black,Paint color,None,Tablecloth,Yes,Yes,Yes,2,,720,,Black,Black,1x1,No,Table,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
3057,wooden mini table,Black,Paint color,Orange,Tablecloth,Yes,Yes,Yes,2,,720,,Black,Orange,1x1,No,Table,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
3058,wooden mini table,Black,Paint color,Pink,Tablecloth,Yes,Yes,Yes,2,,720,,Black,Pink,1x1,No,Table,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
3059,wooden mini table,Black,Paint color,Blue,Tablecloth,Yes,Yes,Yes,2,,720,,Black,Blue,1x1,No,Table,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
3060,wooden mini table,Black,Paint color,Green,Tablecloth,Yes,Yes,Yes,2,,720,,Black,Green,1x1,No,Table,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
3061,wooden mini table,Green,Paint color,None,Tablecloth,Yes,Yes,Yes,2,,720,,Green,Green,1x1,No,Table,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
3062,wooden mini table,Green,Paint color,Orange,Tablecloth,Yes,Yes,Yes,2,,720,,Green,Orange,1x1,No,Table,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
3063,wooden mini table,Green,Paint color,Pink,Tablecloth,Yes,Yes,Yes,2,,720,,Green,Pink,1x1,No,Table,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
3064,wooden mini table,Green,Paint color,Blue,Tablecloth,Yes,Yes,Yes,2,,720,,Green,Blue,1x1,No,Table,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
3065,wooden mini table,Green,Paint color,Green,Tablecloth,Yes,Yes,Yes,2,,720,,Green,Green,1x1,No,Table,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
3066,wooden mini table,Blue,Paint color,None,Tablecloth,Yes,Yes,Yes,2,,720,,Blue,Blue,1x1,No,Table,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
3067,wooden mini table,Blue,Paint color,Orange,Tablecloth,Yes,Yes,Yes,2,,720,,Blue,Orange,1x1,No,Table,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
3068,wooden mini table,Blue,Paint color,Pink,Tablecloth,Yes,Yes,Yes,2,,720,,Blue,Pink,1x1,No,Table,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
3069,wooden mini table,Blue,Paint color,Blue,Tablecloth,Yes,Yes,Yes,2,,720,,Blue,Blue,1x1,No,Table,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
3070,wooden mini table,Blue,Paint color,Green,Tablecloth,Yes,Yes,Yes,2,,720,,Blue,Green,1x1,No,Table,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
3071,wooden mini table,Pink wood,Paint color,None,Tablecloth,Yes,Yes,Yes,2,,720,,Pink,Pink,1x1,No,Table,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
3072,wooden mini table,Pink wood,Paint color,Orange,Tablecloth,Yes,Yes,Yes,2,,720,,Pink,Orange,1x1,No,Table,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
3073,wooden mini table,Pink wood,Paint color,Pink,Tablecloth,Yes,Yes,Yes,2,,720,,Pink,Pink,1x1,No,Table,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
3074,wooden mini table,Pink wood,Paint color,Blue,Tablecloth,Yes,Yes,Yes,2,,720,,Pink,Blue,1x1,No,Table,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
3075,wooden mini table,Pink wood,Paint color,Green,Tablecloth,Yes,Yes,Yes,2,,720,,Pink,Green,1x1,No,Table,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
3076,wooden simple bed,Light wood,Paint color,Orange,Bedding,Yes,Yes,Yes,4,,2160,,Beige,Orange,2x1,Yes,Bed,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
3077,wooden simple bed,Light wood,Paint color,Pink,Bedding,Yes,Yes,Yes,4,,2160,,Beige,Pink,2x1,Yes,Bed,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
3078,wooden simple bed,Light wood,Paint color,Blue,Bedding,Yes,Yes,Yes,4,,2160,,Beige,Light blue,2x1,Yes,Bed,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
3079,wooden simple bed,Light wood,Paint color,Green,Bedding,Yes,Yes,Yes,4,,2160,,Beige,Green,2x1,Yes,Bed,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
3080,wooden simple bed,White wood,Paint color,Orange,Bedding,Yes,Yes,Yes,4,,2160,,White,Orange,2x1,Yes,Bed,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
3081,wooden simple bed,White wood,Paint color,Pink,Bedding,Yes,Yes,Yes,4,,2160,,White,Pink,2x1,Yes,Bed,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
3082,wooden simple bed,White wood,Paint color,Blue,Bedding,Yes,Yes,Yes,4,,2160,,White,Light blue,2x1,Yes,Bed,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
3083,wooden simple bed,White wood,Paint color,Green,Bedding,Yes,Yes,Yes,4,,2160,,White,Green,2x1,Yes,Bed,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
3084,wooden simple bed,Cherry wood,Paint color,Orange,Bedding,Yes,Yes,Yes,4,,2160,,Orange,Orange,2x1,Yes,Bed,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
3085,wooden simple bed,Cherry wood,Paint color,Pink,Bedding,Yes,Yes,Yes,4,,2160,,Orange,Pink,2x1,Yes,Bed,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
3086,wooden simple bed,Cherry wood,Paint color,Blue,Bedding,Yes,Yes,Yes,4,,2160,,Orange,Light blue,2x1,Yes,Bed,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
3087,wooden simple bed,Cherry wood,Paint color,Green,Bedding,Yes,Yes,Yes,4,,2160,,Orange,Green,2x1,Yes,Bed,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
3088,wooden simple bed,Dark wood,Paint color,Orange,Bedding,Yes,Yes,Yes,4,,2160,,Brown,Orange,2x1,Yes,Bed,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
3089,wooden simple bed,Dark wood,Paint color,Pink,Bedding,Yes,Yes,Yes,4,,2160,,Brown,Pink,2x1,Yes,Bed,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
3090,wooden simple bed,Dark wood,Paint color,Blue,Bedding,Yes,Yes,Yes,4,,2160,,Brown,Light blue,2x1,Yes,Bed,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
3091,wooden simple bed,Dark wood,Paint color,Green,Bedding,Yes,Yes,Yes,4,,2160,,Brown,Green,2x1,Yes,Bed,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
3092,wooden simple bed,Black,Paint color,Orange,Bedding,Yes,Yes,Yes,4,,2160,,Black,Orange,2x1,Yes,Bed,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
3093,wooden simple bed,Black,Paint color,Pink,Bedding,Yes,Yes,Yes,4,,2160,,Black,Pink,2x1,Yes,Bed,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
3094,wooden simple bed,Black,Paint color,Blue,Bedding,Yes,Yes,Yes,4,,2160,,Black,Light blue,2x1,Yes,Bed,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
3095,wooden simple bed,Black,Paint color,Green,Bedding,Yes,Yes,Yes,4,,2160,,Black,Green,2x1,Yes,Bed,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
3096,wooden simple bed,Green,Paint color,Orange,Bedding,Yes,Yes,Yes,4,,2160,,Green,Orange,2x1,Yes,Bed,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
3097,wooden simple bed,Green,Paint color,Pink,Bedding,Yes,Yes,Yes,4,,2160,,Green,Pink,2x1,Yes,Bed,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
3098,wooden simple bed,Green,Paint color,Blue,Bedding,Yes,Yes,Yes,4,,2160,,Green,Light blue,2x1,Yes,Bed,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
3099,wooden simple bed,Green,Paint color,Green,Bedding,Yes,Yes,Yes,4,,2160,,Green,Green,2x1,Yes,Bed,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
3100,wooden simple bed,Blue,Paint color,Orange,Bedding,Yes,Yes,Yes,4,,2160,,Blue,Orange,2x1,Yes,Bed,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
3101,wooden simple bed,Blue,Paint color,Pink,Bedding,Yes,Yes,Yes,4,,2160,,Blue,Pink,2x1,Yes,Bed,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
3102,wooden simple bed,Blue,Paint color,Blue,Bedding,Yes,Yes,Yes,4,,2160,,Blue,Light blue,2x1,Yes,Bed,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
3103,wooden simple bed,Blue,Paint color,Green,Bedding,Yes,Yes,Yes,4,,2160,,Blue,Green,2x1,Yes,Bed,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
3104,wooden simple bed,Pink wood,Paint color,Orange,Bedding,Yes,Yes,Yes,4,,2160,,Pink,Orange,2x1,Yes,Bed,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
3105,wooden simple bed,Pink wood,Paint color,Pink,Bedding,Yes,Yes,Yes,4,,2160,,Pink,Pink,2x1,Yes,Bed,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
3106,wooden simple bed,Pink wood,Paint color,Blue,Bedding,Yes,Yes,Yes,4,,2160,,Pink,Light blue,2x1,Yes,Bed,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
3107,wooden simple bed,Pink wood,Paint color,Green,Bedding,Yes,Yes,Yes,4,,2160,,Pink,Green,2x1,Yes,Bed,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
3108,wooden stool,Light wood,Paint color,None,Seat,Yes,Yes,Yes,2,,480,,Beige,Beige,1x1,Yes,Chair,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
3109,wooden stool,Light wood,Paint color,Orange,Seat,Yes,Yes,Yes,2,,480,,Beige,Orange,1x1,Yes,Chair,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
3110,wooden stool,Light wood,Paint color,Pink,Seat,Yes,Yes,Yes,2,,480,,Beige,Pink,1x1,Yes,Chair,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
3111,wooden stool,Light wood,Paint color,Blue,Seat,Yes,Yes,Yes,2,,480,,Beige,Light blue,1x1,Yes,Chair,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
3112,wooden stool,Light wood,Paint color,Green,Seat,Yes,Yes,Yes,2,,480,,Beige,Green,1x1,Yes,Chair,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
3113,wooden stool,White wood,Paint color,None,Seat,Yes,Yes,Yes,2,,480,,White,White,1x1,Yes,Chair,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
3114,wooden stool,White wood,Paint color,Orange,Seat,Yes,Yes,Yes,2,,480,,White,Orange,1x1,Yes,Chair,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
3115,wooden stool,White wood,Paint color,Pink,Seat,Yes,Yes,Yes,2,,480,,White,Pink,1x1,Yes,Chair,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
3116,wooden stool,White wood,Paint color,Blue,Seat,Yes,Yes,Yes,2,,480,,White,Light blue,1x1,Yes,Chair,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
3117,wooden stool,White wood,Paint color,Green,Seat,Yes,Yes,Yes,2,,480,,White,Green,1x1,Yes,Chair,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
3118,wooden stool,Cherry wood,Paint color,None,Seat,Yes,Yes,Yes,2,,480,,Orange,Orange,1x1,Yes,Chair,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
3119,wooden stool,Cherry wood,Paint color,Orange,Seat,Yes,Yes,Yes,2,,480,,Orange,Orange,1x1,Yes,Chair,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
3120,wooden stool,Cherry wood,Paint color,Pink,Seat,Yes,Yes,Yes,2,,480,,Orange,Pink,1x1,Yes,Chair,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
3121,wooden stool,Cherry wood,Paint color,Blue,Seat,Yes,Yes,Yes,2,,480,,Orange,Light blue,1x1,Yes,Chair,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
3122,wooden stool,Cherry wood,Paint color,Green,Seat,Yes,Yes,Yes,2,,480,,Orange,Green,1x1,Yes,Chair,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
3123,wooden stool,Dark wood,Paint color,None,Seat,Yes,Yes,Yes,2,,480,,Brown,Brown,1x1,Yes,Chair,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
3124,wooden stool,Dark wood,Paint color,Orange,Seat,Yes,Yes,Yes,2,,480,,Brown,Orange,1x1,Yes,Chair,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
3125,wooden stool,Dark wood,Paint color,Pink,Seat,Yes,Yes,Yes,2,,480,,Brown,Pink,1x1,Yes,Chair,No,Crafting,,child's room,living room,wooden,None,Does not play music,No lighting
